Ind1Name,Dim1Name,Dim1Value,Dim2Name,Dim2Value,Date ,Select Metric,
Respiratory,Borough,Bronx,Age Group,All age groups,3/4/16,Count,333
Respiratory,Borough,Bronx,Age Group,All age groups,3/5/16,Count,319
Respiratory,Borough,Bronx,Age Group,All age groups,3/6/16,Count,354
Respiratory,Borough,Bronx,Age Group,All age groups,3/7/16,Count,469
Respiratory,Borough,Bronx,Age Group,All age groups,3/8/16,Count,425
Respiratory,Borough,Bronx,Age Group,All age groups,3/9/16,Count,368
Respiratory,Borough,Bronx,Age Group,All age groups,3/10/16,Count,372
Respiratory,Borough,Bronx,Age Group,All age groups,3/11/16,Count,363
Respiratory,Borough,Bronx,Age Group,All age groups,3/12/16,Count,274
Respiratory,Borough,Bronx,Age Group,All age groups,3/13/16,Count,354
Respiratory,Borough,Bronx,Age Group,All age groups,3/14/16,Count,378
Respiratory,Borough,Bronx,Age Group,All age groups,3/15/16,Count,385
Respiratory,Borough,Bronx,Age Group,All age groups,3/16/16,Count,374
Respiratory,Borough,Bronx,Age Group,All age groups,3/17/16,Count,294
Respiratory,Borough,Bronx,Age Group,All age groups,3/18/16,Count,339
Respiratory,Borough,Bronx,Age Group,All age groups,3/19/16,Count,251
Respiratory,Borough,Bronx,Age Group,All age groups,3/20/16,Count,285
Respiratory,Borough,Bronx,Age Group,All age groups,3/21/16,Count,371
Respiratory,Borough,Bronx,Age Group,All age groups,3/22/16,Count,323
Respiratory,Borough,Bronx,Age Group,All age groups,3/23/16,Count,335
Respiratory,Borough,Bronx,Age Group,All age groups,3/24/16,Count,319
Respiratory,Borough,Bronx,Age Group,All age groups,3/25/16,Count,263
Respiratory,Borough,Bronx,Age Group,All age groups,3/26/16,Count,255
Respiratory,Borough,Bronx,Age Group,All age groups,3/27/16,Count,254
Respiratory,Borough,Bronx,Age Group,All age groups,3/28/16,Count,372
Respiratory,Borough,Bronx,Age Group,All age groups,3/29/16,Count,292
Respiratory,Borough,Bronx,Age Group,All age groups,3/30/16,Count,347
Respiratory,Borough,Bronx,Age Group,All age groups,3/31/16,Count,277
Respiratory,Borough,Bronx,Age Group,All age groups,4/1/16,Count,284
Respiratory,Borough,Bronx,Age Group,All age groups,4/2/16,Count,246
Respiratory,Borough,Bronx,Age Group,All age groups,4/3/16,Count,237
Respiratory,Borough,Bronx,Age Group,All age groups,4/4/16,Count,304
Respiratory,Borough,Bronx,Age Group,All age groups,4/5/16,Count,278
Respiratory,Borough,Bronx,Age Group,All age groups,4/6/16,Count,273
Respiratory,Borough,Bronx,Age Group,All age groups,4/7/16,Count,243
Respiratory,Borough,Bronx,Age Group,All age groups,4/8/16,Count,246
Respiratory,Borough,Bronx,Age Group,All age groups,4/9/16,Count,250
Respiratory,Borough,Bronx,Age Group,All age groups,4/10/16,Count,247
Respiratory,Borough,Bronx,Age Group,All age groups,4/11/16,Count,331
Respiratory,Borough,Bronx,Age Group,All age groups,4/12/16,Count,295
Respiratory,Borough,Bronx,Age Group,All age groups,4/13/16,Count,279
Respiratory,Borough,Bronx,Age Group,All age groups,4/14/16,Count,285
Respiratory,Borough,Bronx,Age Group,All age groups,4/15/16,Count,271
Respiratory,Borough,Bronx,Age Group,All age groups,4/16/16,Count,219
Respiratory,Borough,Bronx,Age Group,All age groups,4/17/16,Count,223
Respiratory,Borough,Bronx,Age Group,All age groups,4/18/16,Count,314
Respiratory,Borough,Bronx,Age Group,All age groups,4/19/16,Count,274
Respiratory,Borough,Bronx,Age Group,All age groups,4/20/16,Count,280
Respiratory,Borough,Bronx,Age Group,All age groups,4/21/16,Count,276
Respiratory,Borough,Bronx,Age Group,All age groups,4/22/16,Count,325
Respiratory,Borough,Bronx,Age Group,All age groups,4/23/16,Count,230
Respiratory,Borough,Bronx,Age Group,All age groups,4/24/16,Count,265
Respiratory,Borough,Bronx,Age Group,All age groups,4/25/16,Count,341
Respiratory,Borough,Bronx,Age Group,All age groups,4/26/16,Count,283
Respiratory,Borough,Bronx,Age Group,All age groups,4/27/16,Count,281
Respiratory,Borough,Bronx,Age Group,All age groups,4/28/16,Count,240
Respiratory,Borough,Bronx,Age Group,All age groups,4/29/16,Count,261
Respiratory,Borough,Bronx,Age Group,All age groups,4/30/16,Count,238
Respiratory,Borough,Bronx,Age Group,All age groups,5/1/16,Count,238
Respiratory,Borough,Bronx,Age Group,All age groups,5/2/16,Count,281
Respiratory,Borough,Bronx,Age Group,All age groups,5/3/16,Count,260
Respiratory,Borough,Bronx,Age Group,All age groups,5/4/16,Count,244
Respiratory,Borough,Bronx,Age Group,All age groups,5/5/16,Count,232
Respiratory,Borough,Bronx,Age Group,All age groups,5/6/16,Count,215
Respiratory,Borough,Bronx,Age Group,All age groups,5/7/16,Count,192
Respiratory,Borough,Bronx,Age Group,All age groups,5/8/16,Count,171
Respiratory,Borough,Bronx,Age Group,All age groups,5/9/16,Count,277
Respiratory,Borough,Bronx,Age Group,All age groups,5/10/16,Count,271
Respiratory,Borough,Bronx,Age Group,All age groups,5/11/16,Count,264
Respiratory,Borough,Bronx,Age Group,All age groups,5/12/16,Count,226
Respiratory,Borough,Bronx,Age Group,All age groups,5/13/16,Count,230
Respiratory,Borough,Bronx,Age Group,All age groups,5/14/16,Count,204
Respiratory,Borough,Bronx,Age Group,All age groups,5/15/16,Count,209
Respiratory,Borough,Bronx,Age Group,All age groups,5/16/16,Count,297
Respiratory,Borough,Bronx,Age Group,All age groups,5/17/16,Count,254
Respiratory,Borough,Bronx,Age Group,All age groups,5/18/16,Count,250
Respiratory,Borough,Bronx,Age Group,All age groups,5/19/16,Count,252
Respiratory,Borough,Bronx,Age Group,All age groups,5/20/16,Count,262
Respiratory,Borough,Bronx,Age Group,All age groups,5/21/16,Count,217
Respiratory,Borough,Bronx,Age Group,All age groups,5/22/16,Count,239
Respiratory,Borough,Bronx,Age Group,All age groups,5/23/16,Count,249
Respiratory,Borough,Bronx,Age Group,All age groups,5/24/16,Count,308
Respiratory,Borough,Bronx,Age Group,All age groups,5/25/16,Count,227
Respiratory,Borough,Bronx,Age Group,All age groups,5/26/16,Count,232
Respiratory,Borough,Bronx,Age Group,All age groups,5/27/16,Count,208
Respiratory,Borough,Bronx,Age Group,All age groups,5/28/16,Count,193
Respiratory,Borough,Bronx,Age Group,All age groups,5/29/16,Count,214
Respiratory,Borough,Bronx,Age Group,All age groups,5/30/16,Count,224
Respiratory,Borough,Bronx,Age Group,All age groups,5/31/16,Count,273
Respiratory,Borough,Bronx,Age Group,All age groups,6/1/16,Count,237
Respiratory,Borough,Bronx,Age Group,All age groups,6/2/16,Count,224
Respiratory,Borough,Bronx,Age Group,All age groups,6/3/16,Count,206
Respiratory,Borough,Bronx,Age Group,All age groups,6/4/16,Count,195
Respiratory,Borough,Bronx,Age Group,All age groups,6/5/16,Count,220
Respiratory,Borough,Bronx,Age Group,All age groups,6/6/16,Count,273
Respiratory,Borough,Bronx,Age Group,All age groups,6/7/16,Count,264
Respiratory,Borough,Bronx,Age Group,All age groups,6/8/16,Count,220
Respiratory,Borough,Bronx,Age Group,All age groups,6/9/16,Count,223
Respiratory,Borough,Bronx,Age Group,All age groups,6/10/16,Count,230
Respiratory,Borough,Bronx,Age Group,All age groups,6/11/16,Count,202
Respiratory,Borough,Bronx,Age Group,All age groups,6/12/16,Count,179
Respiratory,Borough,Bronx,Age Group,All age groups,6/13/16,Count,253
Respiratory,Borough,Bronx,Age Group,All age groups,6/14/16,Count,233
Respiratory,Borough,Bronx,Age Group,All age groups,6/15/16,Count,233
Respiratory,Borough,Bronx,Age Group,All age groups,6/16/16,Count,213
Respiratory,Borough,Bronx,Age Group,All age groups,6/17/16,Count,206
Respiratory,Borough,Bronx,Age Group,All age groups,6/18/16,Count,187
Respiratory,Borough,Bronx,Age Group,All age groups,6/19/16,Count,183
Respiratory,Borough,Bronx,Age Group,All age groups,6/20/16,Count,256
Respiratory,Borough,Bronx,Age Group,All age groups,6/21/16,Count,199
Respiratory,Borough,Bronx,Age Group,All age groups,6/22/16,Count,225
Respiratory,Borough,Bronx,Age Group,All age groups,6/23/16,Count,221
Respiratory,Borough,Bronx,Age Group,All age groups,6/24/16,Count,206
Respiratory,Borough,Bronx,Age Group,All age groups,6/25/16,Count,165
Respiratory,Borough,Bronx,Age Group,All age groups,6/26/16,Count,204
Respiratory,Borough,Bronx,Age Group,All age groups,6/27/16,Count,238
Respiratory,Borough,Bronx,Age Group,All age groups,6/28/16,Count,232
Respiratory,Borough,Bronx,Age Group,All age groups,6/29/16,Count,222
Respiratory,Borough,Bronx,Age Group,All age groups,6/30/16,Count,198
Respiratory,Borough,Bronx,Age Group,All age groups,7/1/16,Count,211
Respiratory,Borough,Bronx,Age Group,All age groups,7/2/16,Count,178
Respiratory,Borough,Bronx,Age Group,All age groups,7/3/16,Count,181
Respiratory,Borough,Bronx,Age Group,All age groups,7/4/16,Count,166
Respiratory,Borough,Bronx,Age Group,All age groups,7/5/16,Count,237
Respiratory,Borough,Bronx,Age Group,All age groups,7/6/16,Count,184
Respiratory,Borough,Bronx,Age Group,All age groups,7/7/16,Count,176
Respiratory,Borough,Bronx,Age Group,All age groups,7/8/16,Count,210
Respiratory,Borough,Bronx,Age Group,All age groups,7/9/16,Count,171
Respiratory,Borough,Bronx,Age Group,All age groups,7/10/16,Count,209
Respiratory,Borough,Bronx,Age Group,All age groups,7/11/16,Count,247
Respiratory,Borough,Bronx,Age Group,All age groups,7/12/16,Count,211
Respiratory,Borough,Bronx,Age Group,All age groups,7/13/16,Count,173
Respiratory,Borough,Bronx,Age Group,All age groups,7/14/16,Count,182
Respiratory,Borough,Bronx,Age Group,All age groups,7/15/16,Count,173
Respiratory,Borough,Bronx,Age Group,All age groups,7/16/16,Count,128
Respiratory,Borough,Bronx,Age Group,All age groups,7/17/16,Count,176
Respiratory,Borough,Bronx,Age Group,All age groups,7/18/16,Count,223
Respiratory,Borough,Bronx,Age Group,All age groups,7/19/16,Count,182
Respiratory,Borough,Bronx,Age Group,All age groups,7/20/16,Count,176
Respiratory,Borough,Bronx,Age Group,All age groups,7/21/16,Count,191
Respiratory,Borough,Bronx,Age Group,All age groups,7/22/16,Count,167
Respiratory,Borough,Bronx,Age Group,All age groups,7/23/16,Count,172
Respiratory,Borough,Bronx,Age Group,All age groups,7/24/16,Count,156
Respiratory,Borough,Bronx,Age Group,All age groups,7/25/16,Count,220
Respiratory,Borough,Bronx,Age Group,All age groups,7/26/16,Count,179
Respiratory,Borough,Bronx,Age Group,All age groups,7/27/16,Count,199
Respiratory,Borough,Bronx,Age Group,All age groups,7/28/16,Count,194
Respiratory,Borough,Bronx,Age Group,All age groups,7/29/16,Count,198
Respiratory,Borough,Bronx,Age Group,All age groups,7/30/16,Count,183
Respiratory,Borough,Bronx,Age Group,All age groups,7/31/16,Count,171
Respiratory,Borough,Bronx,Age Group,All age groups,8/1/16,Count,232
Respiratory,Borough,Bronx,Age Group,All age groups,8/2/16,Count,198
Respiratory,Borough,Bronx,Age Group,All age groups,8/3/16,Count,190
Respiratory,Borough,Bronx,Age Group,All age groups,8/4/16,Count,216
Respiratory,Borough,Bronx,Age Group,All age groups,8/5/16,Count,195
Respiratory,Borough,Bronx,Age Group,All age groups,8/6/16,Count,200
Respiratory,Borough,Bronx,Age Group,All age groups,8/7/16,Count,193
Respiratory,Borough,Bronx,Age Group,All age groups,8/8/16,Count,222
Respiratory,Borough,Bronx,Age Group,All age groups,8/9/16,Count,223
Respiratory,Borough,Bronx,Age Group,All age groups,8/10/16,Count,198
Respiratory,Borough,Bronx,Age Group,All age groups,8/11/16,Count,195
Respiratory,Borough,Bronx,Age Group,All age groups,8/12/16,Count,152
Respiratory,Borough,Bronx,Age Group,All age groups,8/13/16,Count,186
Respiratory,Borough,Bronx,Age Group,All age groups,8/14/16,Count,160
Respiratory,Borough,Bronx,Age Group,All age groups,8/15/16,Count,215
Respiratory,Borough,Bronx,Age Group,All age groups,8/16/16,Count,226
Respiratory,Borough,Bronx,Age Group,All age groups,8/17/16,Count,220
Respiratory,Borough,Bronx,Age Group,All age groups,8/18/16,Count,183
Respiratory,Borough,Bronx,Age Group,All age groups,8/19/16,Count,194
Respiratory,Borough,Bronx,Age Group,All age groups,8/20/16,Count,164
Respiratory,Borough,Bronx,Age Group,All age groups,8/21/16,Count,211
Respiratory,Borough,Bronx,Age Group,All age groups,8/22/16,Count,204
Respiratory,Borough,Bronx,Age Group,All age groups,8/23/16,Count,212
Respiratory,Borough,Bronx,Age Group,All age groups,8/24/16,Count,204
Respiratory,Borough,Bronx,Age Group,All age groups,8/25/16,Count,178
Respiratory,Borough,Bronx,Age Group,All age groups,8/26/16,Count,177
Respiratory,Borough,Bronx,Age Group,All age groups,8/27/16,Count,159
Respiratory,Borough,Bronx,Age Group,All age groups,8/28/16,Count,155
Respiratory,Borough,Bronx,Age Group,All age groups,8/29/16,Count,237
Respiratory,Borough,Bronx,Age Group,All age groups,8/30/16,Count,186
Respiratory,Borough,Bronx,Age Group,All age groups,8/31/16,Count,194
Respiratory,Borough,Bronx,Age Group,All age groups,9/1/16,Count,172
Respiratory,Borough,Bronx,Age Group,All age groups,9/2/16,Count,188
Respiratory,Borough,Bronx,Age Group,All age groups,9/3/16,Count,164
Respiratory,Borough,Bronx,Age Group,All age groups,9/4/16,Count,145
Respiratory,Borough,Bronx,Age Group,All age groups,9/5/16,Count,168
Respiratory,Borough,Bronx,Age Group,All age groups,9/6/16,Count,224
Respiratory,Borough,Bronx,Age Group,All age groups,9/7/16,Count,199
Respiratory,Borough,Bronx,Age Group,All age groups,9/8/16,Count,202
Respiratory,Borough,Bronx,Age Group,All age groups,9/9/16,Count,202
Respiratory,Borough,Bronx,Age Group,All age groups,9/10/16,Count,187
Respiratory,Borough,Bronx,Age Group,All age groups,9/11/16,Count,160
Respiratory,Borough,Bronx,Age Group,All age groups,9/12/16,Count,234
Respiratory,Borough,Bronx,Age Group,All age groups,9/13/16,Count,207
Respiratory,Borough,Bronx,Age Group,All age groups,9/14/16,Count,211
Respiratory,Borough,Bronx,Age Group,All age groups,9/15/16,Count,225
Respiratory,Borough,Bronx,Age Group,All age groups,9/16/16,Count,212
Respiratory,Borough,Bronx,Age Group,All age groups,9/17/16,Count,210
Respiratory,Borough,Bronx,Age Group,All age groups,9/18/16,Count,226
Respiratory,Borough,Bronx,Age Group,All age groups,9/19/16,Count,260
Respiratory,Borough,Bronx,Age Group,All age groups,9/20/16,Count,296
Respiratory,Borough,Bronx,Age Group,All age groups,9/21/16,Count,280
Respiratory,Borough,Bronx,Age Group,All age groups,9/22/16,Count,268
Respiratory,Borough,Bronx,Age Group,All age groups,9/23/16,Count,268
Respiratory,Borough,Bronx,Age Group,All age groups,9/24/16,Count,245
Respiratory,Borough,Bronx,Age Group,All age groups,9/25/16,Count,245
Respiratory,Borough,Bronx,Age Group,All age groups,9/26/16,Count,369
Respiratory,Borough,Bronx,Age Group,All age groups,9/27/16,Count,337
Respiratory,Borough,Bronx,Age Group,All age groups,9/28/16,Count,283
Respiratory,Borough,Bronx,Age Group,All age groups,9/29/16,Count,295
Respiratory,Borough,Bronx,Age Group,All age groups,9/30/16,Count,263
Respiratory,Borough,Bronx,Age Group,All age groups,10/1/16,Count,233
Respiratory,Borough,Bronx,Age Group,All age groups,10/2/16,Count,272
Respiratory,Borough,Bronx,Age Group,All age groups,10/3/16,Count,360
Respiratory,Borough,Bronx,Age Group,All age groups,10/4/16,Count,297
Respiratory,Borough,Bronx,Age Group,All age groups,10/5/16,Count,339
Respiratory,Borough,Bronx,Age Group,All age groups,10/6/16,Count,311
Respiratory,Borough,Bronx,Age Group,All age groups,10/7/16,Count,310
Respiratory,Borough,Bronx,Age Group,All age groups,10/8/16,Count,285
Respiratory,Borough,Bronx,Age Group,All age groups,10/9/16,Count,260
Respiratory,Borough,Bronx,Age Group,All age groups,10/10/16,Count,337
Respiratory,Borough,Bronx,Age Group,All age groups,10/11/16,Count,343
Respiratory,Borough,Bronx,Age Group,All age groups,10/12/16,Count,342
Respiratory,Borough,Bronx,Age Group,All age groups,10/13/16,Count,317
Respiratory,Borough,Bronx,Age Group,All age groups,10/14/16,Count,279
Respiratory,Borough,Bronx,Age Group,All age groups,10/15/16,Count,234
Respiratory,Borough,Bronx,Age Group,All age groups,10/16/16,Count,291
Respiratory,Borough,Bronx,Age Group,All age groups,10/17/16,Count,391
Respiratory,Borough,Bronx,Age Group,All age groups,10/18/16,Count,320
Respiratory,Borough,Bronx,Age Group,All age groups,10/19/16,Count,306
Respiratory,Borough,Bronx,Age Group,All age groups,10/20/16,Count,269
Respiratory,Borough,Bronx,Age Group,All age groups,10/21/16,Count,321
Respiratory,Borough,Bronx,Age Group,All age groups,10/22/16,Count,260
Respiratory,Borough,Bronx,Age Group,All age groups,10/23/16,Count,251
Respiratory,Borough,Bronx,Age Group,All age groups,10/24/16,Count,358
Respiratory,Borough,Bronx,Age Group,All age groups,10/25/16,Count,304
Respiratory,Borough,Bronx,Age Group,All age groups,10/26/16,Count,336
Respiratory,Borough,Bronx,Age Group,All age groups,10/27/16,Count,272
Respiratory,Borough,Bronx,Age Group,All age groups,10/28/16,Count,258
Respiratory,Borough,Bronx,Age Group,All age groups,10/29/16,Count,247
Respiratory,Borough,Bronx,Age Group,All age groups,10/30/16,Count,269
Respiratory,Borough,Bronx,Age Group,All age groups,10/31/16,Count,312
Respiratory,Borough,Bronx,Age Group,All age groups,11/1/16,Count,332
Respiratory,Borough,Bronx,Age Group,All age groups,11/2/16,Count,360
Respiratory,Borough,Bronx,Age Group,All age groups,11/3/16,Count,305
Respiratory,Borough,Bronx,Age Group,All age groups,11/4/16,Count,281
Respiratory,Borough,Bronx,Age Group,All age groups,11/5/16,Count,288
Respiratory,Borough,Bronx,Age Group,All age groups,11/6/16,Count,272
Respiratory,Borough,Bronx,Age Group,All age groups,11/7/16,Count,386
Respiratory,Borough,Bronx,Age Group,All age groups,11/8/16,Count,281
Respiratory,Borough,Bronx,Age Group,All age groups,11/9/16,Count,334
Respiratory,Borough,Bronx,Age Group,All age groups,11/10/16,Count,328
Respiratory,Borough,Bronx,Age Group,All age groups,11/11/16,Count,304
Respiratory,Borough,Bronx,Age Group,All age groups,11/12/16,Count,314
Respiratory,Borough,Bronx,Age Group,All age groups,11/13/16,Count,294
Respiratory,Borough,Bronx,Age Group,All age groups,11/14/16,Count,376
Respiratory,Borough,Bronx,Age Group,All age groups,11/15/16,Count,316
Respiratory,Borough,Bronx,Age Group,All age groups,11/16/16,Count,360
Respiratory,Borough,Bronx,Age Group,All age groups,11/17/16,Count,309
Respiratory,Borough,Bronx,Age Group,All age groups,11/18/16,Count,318
Respiratory,Borough,Bronx,Age Group,All age groups,11/19/16,Count,283
Respiratory,Borough,Bronx,Age Group,All age groups,11/20/16,Count,268
Respiratory,Borough,Bronx,Age Group,All age groups,11/21/16,Count,342
Respiratory,Borough,Bronx,Age Group,All age groups,11/22/16,Count,331
Respiratory,Borough,Bronx,Age Group,All age groups,11/23/16,Count,317
Respiratory,Borough,Bronx,Age Group,All age groups,11/24/16,Count,220
Respiratory,Borough,Bronx,Age Group,All age groups,11/25/16,Count,352
Respiratory,Borough,Bronx,Age Group,All age groups,11/26/16,Count,333
Respiratory,Borough,Bronx,Age Group,All age groups,11/27/16,Count,334
Respiratory,Borough,Bronx,Age Group,All age groups,11/28/16,Count,437
Respiratory,Borough,Bronx,Age Group,All age groups,11/29/16,Count,354
Respiratory,Borough,Bronx,Age Group,All age groups,11/30/16,Count,347
Respiratory,Borough,Bronx,Age Group,All age groups,12/1/16,Count,410
Respiratory,Borough,Bronx,Age Group,All age groups,12/2/16,Count,340
Respiratory,Borough,Bronx,Age Group,All age groups,12/3/16,Count,318
Respiratory,Borough,Bronx,Age Group,All age groups,12/4/16,Count,366
Respiratory,Borough,Bronx,Age Group,All age groups,12/5/16,Count,404
Respiratory,Borough,Bronx,Age Group,All age groups,12/6/16,Count,397
Respiratory,Borough,Bronx,Age Group,All age groups,12/7/16,Count,370
Respiratory,Borough,Bronx,Age Group,All age groups,12/8/16,Count,352
Respiratory,Borough,Bronx,Age Group,All age groups,12/9/16,Count,306
Respiratory,Borough,Bronx,Age Group,All age groups,12/10/16,Count,282
Respiratory,Borough,Bronx,Age Group,All age groups,12/11/16,Count,323
Respiratory,Borough,Bronx,Age Group,All age groups,12/12/16,Count,460
Respiratory,Borough,Bronx,Age Group,All age groups,12/13/16,Count,398
Respiratory,Borough,Bronx,Age Group,All age groups,12/14/16,Count,411
Respiratory,Borough,Bronx,Age Group,All age groups,12/15/16,Count,342
Respiratory,Borough,Bronx,Age Group,All age groups,12/16/16,Count,313
Respiratory,Borough,Bronx,Age Group,All age groups,12/17/16,Count,274
Respiratory,Borough,Bronx,Age Group,All age groups,12/18/16,Count,348
Respiratory,Borough,Bronx,Age Group,All age groups,12/19/16,Count,415
Respiratory,Borough,Bronx,Age Group,All age groups,12/20/16,Count,382
Respiratory,Borough,Bronx,Age Group,All age groups,12/21/16,Count,452
Respiratory,Borough,Bronx,Age Group,All age groups,12/22/16,Count,399
Respiratory,Borough,Bronx,Age Group,All age groups,12/23/16,Count,383
Respiratory,Borough,Bronx,Age Group,All age groups,12/24/16,Count,286
Respiratory,Borough,Bronx,Age Group,All age groups,12/25/16,Count,405
Respiratory,Borough,Bronx,Age Group,All age groups,12/26/16,Count,617
Respiratory,Borough,Bronx,Age Group,All age groups,12/27/16,Count,605
Respiratory,Borough,Bronx,Age Group,All age groups,12/28/16,Count,527
Respiratory,Borough,Bronx,Age Group,All age groups,12/29/16,Count,512
Respiratory,Borough,Bronx,Age Group,All age groups,12/30/16,Count,484
Respiratory,Borough,Bronx,Age Group,All age groups,12/31/16,Count,359
Respiratory,Borough,Bronx,Age Group,All age groups,1/1/17,Count,404
Respiratory,Borough,Bronx,Age Group,All age groups,1/2/17,Count,559
Respiratory,Borough,Bronx,Age Group,All age groups,1/3/17,Count,586
Respiratory,Borough,Bronx,Age Group,All age groups,1/4/17,Count,511
Respiratory,Borough,Bronx,Age Group,All age groups,1/5/17,Count,454
Respiratory,Borough,Bronx,Age Group,All age groups,1/6/17,Count,397
Respiratory,Borough,Bronx,Age Group,All age groups,1/7/17,Count,323
Respiratory,Borough,Bronx,Age Group,All age groups,1/8/17,Count,370
Respiratory,Borough,Bronx,Age Group,All age groups,1/9/17,Count,479
Respiratory,Borough,Bronx,Age Group,All age groups,1/10/17,Count,432
Respiratory,Borough,Bronx,Age Group,All age groups,1/11/17,Count,471
Respiratory,Borough,Bronx,Age Group,All age groups,1/12/17,Count,405
Respiratory,Borough,Bronx,Age Group,All age groups,1/13/17,Count,377
Respiratory,Borough,Bronx,Age Group,All age groups,1/14/17,Count,340
Respiratory,Borough,Bronx,Age Group,All age groups,1/15/17,Count,394
Respiratory,Borough,Bronx,Age Group,All age groups,1/16/17,Count,510
Respiratory,Borough,Bronx,Age Group,All age groups,1/17/17,Count,517
Respiratory,Borough,Bronx,Age Group,All age groups,1/18/17,Count,455
Respiratory,Borough,Bronx,Age Group,All age groups,1/19/17,Count,473
Respiratory,Borough,Bronx,Age Group,All age groups,1/20/17,Count,423
