Ind1Name,Dim1Name,Dim1Value,Dim2Name,Dim2Value,Date ,Select Metric,
Respiratory,Borough,Bronx,Age Group,All age groups,2016 wk46,Count,"2,219"
Respiratory,Borough,Bronx,Age Group,All age groups,2016 wk47,Count,"2,256"
Respiratory,Borough,Bronx,Age Group,All age groups,2016 wk48,Count,"2,163"
Respiratory,Borough,Bronx,Age Group,All age groups,2016 wk49,Count,"2,540"
Respiratory,Borough,Bronx,Age Group,All age groups,2016 wk50,Count,"2,477"
Respiratory,Borough,Bronx,Age Group,All age groups,2016 wk51,Count,"2,521"
Respiratory,Borough,Bronx,Age Group,All age groups,2016 wk52,Count,"2,665"
Respiratory,Borough,Bronx,Age Group,All age groups,2016 wk53,Count,"3,509"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk1,Count,"3,234"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk2,Count,"2,874"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk3,Count,"3,172"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk4,Count,"2,941"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk5,Count,"2,688"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk6,Count,"2,516"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk7,Count,"2,266"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk8,Count,"2,165"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk9,Count,"1,805"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk10,Count,"1,819"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk11,Count,"1,755"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk12,Count,"1,970"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk13,Count,"2,101"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk14,Count,"2,149"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk15,Count,"2,088"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk16,Count,"1,880"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk17,Count,"1,778"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk18,Count,"2,010"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk19,Count,"2,076"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk20,Count,"2,036"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk21,Count,"1,996"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk22,Count,"1,820"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk23,Count,"1,807"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk24,Count,"1,653"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk25,Count,"1,539"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk26,Count,"1,390"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk27,Count,"1,327"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk28,Count,"1,280"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk29,Count,"1,223"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk30,Count,"1,234"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk31,Count,"1,190"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk32,Count,"1,253"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk33,Count,"1,383"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk34,Count,"1,367"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk35,Count,"1,334"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk36,Count,"1,431"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk37,Count,"1,647"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk38,Count,"1,784"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk39,Count,"1,705"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk40,Count,"1,797"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk41,Count,"1,782"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk42,Count,"1,930"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk43,Count,"2,271"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk44,Count,"2,166"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk45,Count,"2,204"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk46,Count,"2,432"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk47,Count,"2,246"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk48,Count,"2,627"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk49,Count,"2,613"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk50,Count,"2,477"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk51,Count,"2,570"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk52,Count,"2,661"
Respiratory,Borough,Bronx,Age Group,All age groups,2017 wk53,Count,337
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk1,Count,"2,476"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk2,Count,"3,127"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk3,Count,"3,293"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk4,Count,"3,805"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk5,Count,"4,118"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk6,Count,"4,579"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk7,Count,"4,565"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk8,Count,"3,425"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk9,Count,"2,467"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk10,Count,"2,155"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk11,Count,"2,142"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk12,Count,"2,188"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk13,Count,"2,123"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk14,Count,"1,990"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk15,Count,"1,898"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk16,Count,"1,853"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk17,Count,"1,934"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk18,Count,"2,015"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk19,Count,"2,298"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk20,Count,"2,193"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk21,Count,"2,255"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk22,Count,"1,969"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk23,Count,"1,958"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk24,Count,"1,726"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk25,Count,"1,673"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk26,Count,"1,458"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk27,Count,"1,396"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk28,Count,"1,414"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk29,Count,"1,314"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk30,Count,"1,292"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk31,Count,"1,302"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk32,Count,"1,295"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk33,Count,"1,354"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk34,Count,"1,352"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk35,Count,"1,352"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk36,Count,"1,453"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk37,Count,"1,664"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk38,Count,"1,968"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk39,Count,"2,245"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk40,Count,"2,426"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk41,Count,"2,527"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk42,Count,"2,608"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk43,Count,"2,481"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk44,Count,"2,376"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk45,Count,"2,539"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk46,Count,"2,344"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk47,Count,"2,504"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk48,Count,"2,633"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk49,Count,"2,692"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk50,Count,"2,791"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk51,Count,"2,718"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk52,Count,"2,895"
Respiratory,Borough,Bronx,Age Group,All age groups,2018 wk53,Count,731
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk1,Count,"2,098"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk2,Count,"2,718"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk3,Count,"2,653"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk4,Count,"2,710"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk5,Count,"2,627"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk6,Count,"2,760"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk7,Count,"2,500"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk8,Count,"2,645"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk9,Count,"2,266"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk10,Count,"2,340"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk11,Count,"2,411"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk12,Count,"2,323"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk13,Count,"2,380"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk14,Count,"2,294"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk15,Count,"2,287"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk16,Count,"2,230"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk17,Count,"1,877"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk18,Count,"1,987"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk19,Count,"1,984"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk20,Count,"2,213"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk21,Count,"2,108"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk22,Count,"2,087"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk23,Count,"1,835"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk24,Count,"1,743"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk25,Count,"1,767"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk26,Count,"1,624"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk27,Count,"1,536"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk28,Count,"1,527"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk29,Count,"1,366"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk30,Count,"1,344"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk31,Count,584
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk32,Count,742
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk33,Count,"1,399"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk34,Count,"1,382"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk35,Count,"1,479"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk36,Count,"1,534"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk37,Count,"1,672"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk38,Count,"2,179"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk39,Count,"2,219"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk40,Count,"1,950"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk41,Count,"1,984"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk42,Count,"2,071"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk43,Count,"2,045"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk44,Count,"2,094"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk45,Count,"2,294"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk46,Count,"2,436"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk47,Count,"2,580"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk48,Count,"2,593"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk49,Count,"2,827"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk50,Count,"2,995"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk51,Count,"2,950"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk52,Count,"3,571"
Respiratory,Borough,Bronx,Age Group,All age groups,2019 wk53,Count,"1,581"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk1,Count,"2,111"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk2,Count,"3,454"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk3,Count,"3,435"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk4,Count,"3,563"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk5,Count,"3,733"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk6,Count,"3,445"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk7,Count,"2,905"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk8,Count,"2,612"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk9,Count,"2,451"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk10,Count,"2,824"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk11,Count,"3,931"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk12,Count,"5,136"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk13,Count,"5,656"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk14,Count,"4,740"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk15,Count,"3,461"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk16,Count,"2,282"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk17,Count,"1,623"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk18,Count,"1,319"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk19,Count,"1,148"
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk20,Count,974
Respiratory,Borough,Bronx,Age Group,All age groups,2020 wk21,Count,768
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk1,Count,258
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk2,Count,617
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk3,Count,560
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk4,Count,469
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk5,Count,492
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk6,Count,492
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk7,Count,487
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk8,Count,540
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk9,Count,475
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk10,Count,444
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk11,Count,479
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk12,Count,444
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk13,Count,385
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk14,Count,327
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk15,Count,328
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk16,Count,389
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk17,Count,384
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk18,Count,367
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk19,Count,292
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk20,Count,325
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk21,Count,373
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk22,Count,335
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk23,Count,340
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk24,Count,348
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk25,Count,313
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk26,Count,313
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk27,Count,319
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk28,Count,264
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk29,Count,241
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk30,Count,226
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk31,Count,243
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk32,Count,255
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk33,Count,223
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk34,Count,233
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk35,Count,237
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk36,Count,218
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk37,Count,190
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk38,Count,213
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk39,Count,337
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk40,Count,428
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk41,Count,496
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk42,Count,485
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk43,Count,464
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk44,Count,494
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk45,Count,545
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk46,Count,617
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk47,Count,672
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk48,Count,648
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk49,Count,765
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk50,Count,787
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk51,Count,706
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk52,Count,711
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2016 wk53,Count,847
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk1,Count,716
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk2,Count,528
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk3,Count,633
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk4,Count,570
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk5,Count,510
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk6,Count,530
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk7,Count,434
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk8,Count,442
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk9,Count,374
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk10,Count,360
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk11,Count,330
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk12,Count,389
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk13,Count,382
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk14,Count,382
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk15,Count,425
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk16,Count,355
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk17,Count,297
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk18,Count,321
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk19,Count,322
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk20,Count,369
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk21,Count,362
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk22,Count,382
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk23,Count,317
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk24,Count,311
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk25,Count,270
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk26,Count,271
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk27,Count,247
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk28,Count,220
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk29,Count,220
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk30,Count,198
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk31,Count,185
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk32,Count,187
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk33,Count,209
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk34,Count,203
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk35,Count,233
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk36,Count,191
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk37,Count,243
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk38,Count,358
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk39,Count,331
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk40,Count,360
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk41,Count,398
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk42,Count,420
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk43,Count,572
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk44,Count,566
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk45,Count,605
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk46,Count,727
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk47,Count,629
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk48,Count,684
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk49,Count,665
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk50,Count,666
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2017 wk51,Count,626
